time; fitness; orientation; distance; velocity;
0.016; 0; 0; 0; 0;
0.032; 0.288835; 0.988289; 0.552348; 0.529117;
0.048; 0.266429; 0.975302; 0.552371; 0.494551;
0.064; 0.281494; 0.963601; 0.552407; 0.528825;
0.08; 0.286765; 0.952616; 0.552459; 0.544889;
0.096; 0.292888; 0.942632; 0.552531; 0.562345;
0.112; 0.291404; 0.932871; 0.55262; 0.565258;
0.128; 0.29117; 0.923613; 0.552726; 0.570356;
0.144; 0.29214; 0.914869; 0.552851; 0.577595;
0.16; 0.292432; 0.906548; 0.552994; 0.583329;
0.176; 0.291207; 0.898566; 0.553153; 0.585877;
0.192; 0.291258; 0.890989; 0.55333; 0.590773;
0.208; 0.292392; 0.883961; 0.553525; 0.597578;
0.224; 0.291234; 0.87724; 0.553736; 0.599544;
0.24; 0.289309; 0.870944; 0.55396; 0.599644;
0.256; 0.28899; 0.864988; 0.5542; 0.602845;
0.272; 0.287203; 0.859381; 0.554455; 0.60275;
0.288; 0.28594; 0.854218; 0.554722; 0.603436;
0.304; 0.284707; 0.849463; 0.555001; 0.603894;
0.32; 0.28303; 0.844959; 0.55529; 0.603222;
0.336; 0.281415; 0.840792; 0.555588; 0.602428;
0.352; 0.280983; 0.837063; 0.555898; 0.603848;
0.368; 0.280746; 0.833588; 0.556217; 0.605506;
0.384; 0.278743; 0.830338; 0.556546; 0.60318;
0.4; 0.277176; 0.82739; 0.556885; 0.601561;
0.416; 0.27633; 0.824634; 0.557233; 0.601355;
0.432; 0.274531; 0.822029; 0.557585; 0.598954;
0.448; 0.272432; 0.819531; 0.557941; 0.595805;
0.464; 0.270865; 0.817276; 0.558302; 0.59363;
0.48; 0.270389; 0.815385; 0.55867; 0.59357;
0.496; 0.270175; 0.81368; 0.559044; 0.593945;
0.512; 0.269249; 0.812128; 0.559422; 0.592639;
0.528; 0.268616; 0.810656; 0.559805; 0.591914;
0.544; 0.267537; 0.809233; 0.56019; 0.590167;
0.56; 0.266564; 0.807875; 0.56058; 0.588599;
0.576; 0.26577; 0.806723; 0.560972; 0.587272;
0.592; 0.265604; 0.805605; 0.561369; 0.587305;
0.608; 0.26451; 0.804578; 0.561768; 0.585217;
0.624; 0.264312; 0.80377; 0.562171; 0.584947;
0.64; 0.264395; 0.803105; 0.562577; 0.585193;
0.656; 0.26409; 0.802477; 0.562986; 0.58455;
0.672; 0.263617; 0.801852; 0.563396; 0.583533;
0.688; 0.263042; 0.801255; 0.563809; 0.582268;
0.704; 0.262679; 0.80084; 0.564223; 0.581338;
0.72; 0.263051; 0.800487; 0.56464; 0.581989;
0.736; 0.262694; 0.800085; 0.565059; 0.581058;
0.752; 0.262083; 0.799732; 0.565479; 0.579532;
0.768; 0.262022; 0.799472; 0.565902; 0.579152;
0.784; 0.26205; 0.799257; 0.566325; 0.578938;
0.8; 0.212919; 0.808085; 0.566583; 0.465044;
0.816; 0.194596; 0.815127; 0.566927; 0.421097;
0.832; 0.260789; 0.817722; 0.567298; 0.562175;
0.848; 0.248441; 0.820673; 0.567523; 0.533421;
0.864; 0.262056; 0.822938; 0.567876; 0.560755;
0.88; 0.264405; 0.824899; 0.568229; 0.564087;
0.896; 0.249905; 0.830236; 0.568517; 0.529456;
0.912; 0.254681; 0.835439; 0.568803; 0.535945;
0.928; 0.209259; 0.84644; 0.569009; 0.434479;
0.944; 0.22426; 0.856201; 0.569139; 0.460213;
0.96; 0.224488; 0.865874; 0.569263; 0.455434;
0.976; 0.225612; 0.875616; 0.569378; 0.452531;
0.992; 0.227797; 0.885377; 0.569486; 0.451791;
1.008; 0.273677; 0.888194; 0.569662; 0.540894;
1.024; 0.273498; 0.891241; 0.569831; 0.538533;
1.04; 0.290235; 0.892142; 0.570002; 0.57074;
1.056; 0.287574; 0.892971; 0.570169; 0.564818;
1.072; 0.269711; 0.896229; 0.570317; 0.527671;
1.088; 0.292087; 0.896691; 0.570471; 0.570999;
1.104; 0.2719; 0.901386; 0.570611; 0.528638;
1.12; 0.278343; 0.906119; 0.570737; 0.53822;
1.136; 0.285006; 0.9106; 0.570847; 0.548285;
1.152; 0.291362; 0.913012; 0.570941; 0.558939;
1.168; 0.284681; 0.915112; 0.571026; 0.544789;
1.184; 0.288976; 0.915335; 0.571096; 0.552807;
1.2; 0.288155; 0.917171; 0.571158; 0.550072;
1.216; 0.292629; 0.918859; 0.571204; 0.55754;
1.232; 0.294765; 0.917813; 0.571235; 0.562222;
1.248; 0.29244; 0.916317; 0.571252; 0.558681;
1.264; 0.292157; 0.915503; 0.571253; 0.558634;
1.28; 0.29142; 0.914062; 0.57124; 0.558116;
1.296; 0.290896; 0.915207; 0.571214; 0.556443;
1.312; 0.285205; 0.91392; 0.57119; 0.546348;
1.328; 0.285826; 0.914862; 0.571156; 0.547005;
1.344; 0.284561; 0.916341; 0.571125; 0.543736;
1.36; 0.282984; 0.917233; 0.571096; 0.540223;
1.376; 0.284467; 0.91805; 0.571067; 0.542598;
1.392; 0.286836; 0.92121; 0.571038; 0.545269;
1.408; 0.284955; 0.924328; 0.57102; 0.539882;
1.424; 0.28609; 0.927279; 0.571013; 0.540314;
1.44; 0.289113; 0.930269; 0.571015; 0.544265;
1.456; 0.291567; 0.931339; 0.571027; 0.548245;
1.472; 0.294642; 0.934028; 0.571039; 0.552419;
1.488; 0.293291; 0.936236; 0.571059; 0.548569;
1.504; 0.295129; 0.935924; 0.571088; 0.552164;
1.52; 0.29515; 0.934966; 0.571124; 0.552734;
1.536; 0.295615; 0.934094; 0.571167; 0.554079;
1.552; 0.294709; 0.933244; 0.571216; 0.552837;
1.568; 0.295069; 0.932436; 0.571272; 0.553938;
1.584; 0.295888; 0.931864; 0.571333; 0.555758;
1.6; 0.297254; 0.931278; 0.5714; 0.558609;
1.616; 0.29681; 0.93072; 0.571472; 0.558038;
1.632; 0.296419; 0.930313; 0.571549; 0.557474;
1.648; 0.297278; 0.929908; 0.57163; 0.559252;
1.664; 0.297999; 0.929595; 0.571716; 0.560714;
1.68; 0.297037; 0.929379; 0.571804; 0.558946;
1.696; 0.297715; 0.929125; 0.571897; 0.560285;
1.712; 0.298123; 0.928987; 0.571994; 0.561041;
1.728; 0.298068; 0.928894; 0.572093; 0.560896;
1.744; 0.299716; 0.928782; 0.572196; 0.563964;
1.76; 0.298653; 0.928752; 0.572301; 0.561878;
1.776; 0.29878; 0.928761; 0.572409; 0.562007;
1.792; 0.299425; 0.928753; 0.572519; 0.563116;
1.808; 0.298708; 0.928896; 0.572631; 0.561572;
1.824; 0.300609; 0.928948; 0.572746; 0.565;
1.84; 0.299334; 0.929141; 0.572862; 0.562373;
1.856; 0.301392; 0.929246; 0.572981; 0.566058;
1.872; 0.299406; 0.929311; 0.5731; 0.562172;
1.888; 0.299097; 0.929349; 0.57322; 0.56145;
1.904; 0.299326; 0.929215; 0.573341; 0.561842;
1.92; 0.299588; 0.929077; 0.573465; 0.562298;
1.936; 0.299718; 0.92898; 0.573589; 0.562477;
1.952; 0.29919; 0.928861; 0.573715; 0.561436;
1.968; 0.299844; 0.928862; 0.573842; 0.562538;
1.984; 0.299943; 0.928823; 0.57397; 0.562621;
2; 0.299688; 0.928718; 0.574098; 0.562081;
2.016; 0.300021; 0.928577; 0.574228; 0.562665;
2.032; 0.300199; 0.928637; 0.574358; 0.562835;
2.048; 0.302304; 0.928638; 0.574491; 0.56665;
2.064; 0.300975; 0.9286; 0.574623; 0.564052;
2.08; 0.300707; 0.928643; 0.574754; 0.563395;
2.096; 0.301225; 0.928774; 0.574887; 0.564155;
2.112; 0.301981; 0.928844; 0.57502; 0.565398;
2.128; 0.301264; 0.928807; 0.575152; 0.563947;
2.144; 0.30025; 0.928747; 0.575284; 0.561956;
2.16; 0.300285; 0.928718; 0.575416; 0.561911;
2.176; 0.300874; 0.928815; 0.575549; 0.562825;
2.192; 0.301866; 0.928933; 0.575683; 0.564477;
2.208; 0.301366; 0.928983; 0.575816; 0.563381;
2.224; 0.300927; 0.929058; 0.575949; 0.562386;
2.24; 0.301428; 0.929077; 0.576082; 0.56318;
2.256; 0.300345; 0.929204; 0.576214; 0.560951;
2.272; 0.301893; 0.929324; 0.576347; 0.56364;
2.288; 0.300998; 0.929458; 0.57648; 0.561758;
2.304; 0.301764; 0.929569; 0.576613; 0.562991;
2.32; 0.300556; 0.929826; 0.576744; 0.560455;
2.336; 0.303115; 0.930081; 0.576878; 0.564941;
2.352; 0.302425; 0.930246; 0.577011; 0.563424;
2.368; 0.301489; 0.930385; 0.577142; 0.56147;
2.384; 0.301533; 0.930571; 0.577273; 0.561311;
2.4; 0.302522; 0.93088; 0.577405; 0.562837;
2.416; 0.303887; 0.931064; 0.577538; 0.565135;
2.432; 0.301414; 0.931205; 0.577668; 0.560324;
2.448; 0.302452; 0.931426; 0.577798; 0.561994;
2.464; 0.303191; 0.931704; 0.577929; 0.563072;
2.48; 0.303646; 0.932032; 0.57806; 0.563592;
2.496; 0.304318; 0.932259; 0.578191; 0.564573;
2.512; 0.302726; 0.93249; 0.578319; 0.561356;
2.528; 0.304128; 0.932821; 0.578448; 0.56363;
2.544; 0.3046; 0.93315; 0.578577; 0.564179;
2.56; 0.30434; 0.933371; 0.578705; 0.56344;
2.576; 0.303391; 0.933641; 0.578832; 0.561397;
2.592; 0.304295; 0.93399; 0.578959; 0.562737;
2.608; 0.305235; 0.934253; 0.579086; 0.564193;
2.624; 0.304773; 0.934584; 0.579212; 0.563016;
2.64; 0.30517; 0.934909; 0.579338; 0.56343;
2.656; 0.305161; 0.935042; 0.579463; 0.563212;
2.672; 0.303479; 0.935248; 0.579586; 0.559866;
