time; pose_x; pose_y; pose_heading;  gps_x; gps_y; speed_x; speed_y; acc_x; acc_y; actual_pos_x; actual_pos_y
0.064; -2.90007; 0.2; 0.00276923; 0; 0; -4.5e-06; -0; 0; 0
0.08; -2.90011; 0.2; -0.00415385; 0; 0; -2.24999e-06; -6.23076e-09; 0; 0
0.096; -2.9; 0.199999; -0.00553846; 0; 0; 6.74994e-06; -2.80384e-08; 0; 0
0.112; -2.90011; 0.2; -0.00138462; 0; 0; -6.7499e-06; 3.73844e-08; 0; 0
0.128; -2.9; 0.2; 4.33681e-19; 0; 0; 6.74999e-06; -9.34615e-09; 0; 0
0.144; -2.89982; 0.2; -0.00692308; 0; 0; 1.125e-05; 4.87891e-24; 0; 0
0.16; -2.89982; 0.2; -0.00692308; 0; 0; 0; -0; 0; 0
0.176; -2.89939; 0.199997; 0.00138462; 0; 0; 2.69994e-05; -1.86922e-07; 0; 0
0.192; -2.89935; 0.199997; 0.00830769; 0; 0; 2.25e-06; 3.11538e-09; 0; 0
0.208; -2.89935; 0.199997; -0.00830769; 0; 0; 0; 0; 0; 0
0.224; -2.89946; 0.199998; 0.00692308; 0; 0; -6.74977e-06; 5.60763e-08; 0; 0
0.24; -2.89899; 0.200001; 0.00276923; 0; 0; 2.92493e-05; 2.02498e-07; 0; 0
0.256; -2.8991; 0.200001; -0.00138462; 0; 0; -6.74997e-06; -1.86923e-08; 0; 0
0.272; -2.89856; 0.2; 0.00276923; 0; 0; 3.375e-05; -4.67308e-08; 0; 0
0.288; -2.89849; 0.2; 0.00276923; 0; 0; 4.49998e-06; 1.24615e-08; 0; 0
0.304; -2.89852; 0.2; -0.00138462; 0; 0; -2.24999e-06; -6.23076e-09; 0; 0
0.32; -2.89806; 0.2; 0.00276923; 0; 0; 2.925e-05; -4.05e-08; 0; 0
0.336; -2.89802; 0.2; 0.0152308; 0; 0; 2.24999e-06; 6.23076e-09; 0; 0
0.352; -2.89791; 0.200001; 0.00553846; 0; 0; 6.74922e-06; 1.02804e-07; 0; 0
0.368; -2.89752; 0.200003; 0.00138462; 0; 0; 2.47496e-05; 1.37076e-07; 0; 0
0.384; -2.89741; 0.200004; 0.0110769; 0; 0; 6.74999e-06; 9.34615e-09; 0; 0
0.4; -2.8973; 0.200005; -0.00138462; 0; 0; 6.74959e-06; 7.47677e-08; 0; 0
0.416; -2.89698; 0.200004; -0.0664615; 0; 0; 2.025e-05; -2.80385e-08; 0; 0
0.432; -2.89655; 0.199976; -0.130154; 0; 0; 2.69404e-05; -1.79314e-06; 0; 0
0.448; -2.89569; 0.199864; -0.163385; 0; 0; 5.35433e-05; -7.00848e-06; 0; 0
0.464; -2.89487; 0.199729; -0.203538; 0; 0; 5.10608e-05; -8.41759e-06; 0; 0
0.48; -2.89399; 0.199547; -0.240923; 0; 0; 5.50889e-05; -1.13702e-05; 0; 0
0.496; -2.89277; 0.199246; -0.264462; 0; 0; 7.64756e-05; -1.87897e-05; 0; 0
0.512; -2.89138; 0.19887; -0.292154; 0; 0; 8.6871e-05; -2.35251e-05; 0; 0
0.528; -2.89003; 0.198466; -0.324; 0; 0; 8.40317e-05; -2.52734e-05; 0; 0
0.544; -2.88843; 0.197927; -0.333692; 0; 0; 0.000100248; -3.36667e-05; 0; 0
0.56; -2.88673; 0.197337; -0.339231; 0; 0; 0.000106294; -3.68476e-05; 0; 0
0.576; -2.88527; 0.196822; -0.36; 0; 0; 9.12363e-05; -3.21947e-05; 0; 0
0.592; -2.88368; 0.196226; -0.369692; 0; 0; 9.89711e-05; -3.7253e-05; 0; 0
0.608; -2.88187; 0.195524; -0.375231; 0; 0; 0.000113291; -4.39014e-05; 0; 0
0.624; -2.88033; 0.194917; -0.380769; 0; 0; 9.62988e-05; -3.79314e-05; 0; 0
0.64; -2.87859; 0.194221; -0.397385; 0; 0; 0.00010862; -4.34813e-05; 0; 0
0.656; -2.87717; 0.193622; -0.404308; 0; 0; 8.92109e-05; -3.7443e-05; 0; 0
0.672; -2.87544; 0.192886; -0.407077; 0; 0; 0.000107567; -4.60257e-05; 0; 0
0.688; -2.87366; 0.192116; -0.409846; 0; 0; 0.000111571; -4.81051e-05; 0; 0
0.704; -2.87184; 0.191327; -0.422308; 0; 0; 0.000113501; -4.93104e-05; 0; 0
0.72; -2.86994; 0.190471; -0.433385; 0; 0; 0.000119035; -5.34876e-05; 0; 0
0.736; -2.86785; 0.189504; -0.416769; 0; 0; 0.000130687; -6.04721e-05; 0; 0
0.752; -2.86633; 0.188833; -0.422308; 0; 0; 9.46406e-05; -4.18977e-05; 0; 0
0.768; -2.86443; 0.187977; -0.419538; 0; 0; 0.000119035; -5.34876e-05; 0; 0
0.784; -2.86282; 0.187259; -0.409846; 0; 0; 0.000100689; -4.49091e-05; 0; 0
0.8; -2.8607; 0.186341; -0.423692; 0; 0; 0.000132074; -5.73794e-05; 0; 0
0.816; -2.85897; 0.185556; -0.422308; 0; 0; 0.000108706; -4.90271e-05; 0; 0
0.832; -2.85686; 0.184612; -0.416769; 0; 0; 0.000131349; -5.90208e-05; 0; 0
0.848; -2.85551; 0.184015; -0.420923; 0; 0; 8.43535e-05; -3.73436e-05; 0; 0
0.864; -2.85377; 0.183235; -0.414; 0; 0; 0.000108841; -4.87259e-05; 0; 0
0.88; -2.85186; 0.182395; -0.414; 0; 0; 0.000119475; -5.24968e-05; 0; 0
0.896; -2.85011; 0.181627; -0.401538; 0; 0; 0.000109176; -4.79712e-05; 0; 0
0.912; -2.84832; 0.180868; -0.401538; 0; 0; 0.000111836; -4.74864e-05; 0; 0
0.928; -2.84677; 0.182.06; -0.391846; 0; 0; 9.73387e-05; -4.13308e-05; 0; 0
0.944; -2.8451; 0.179519; -0.380769; 0; 0; 0.000103973; -4.29632e-05; 0; 0
0.96; -2.8438; 0.178997; -0.368308; 0; 0; 8.14653e-05; -3.26109e-05; 0; 0
0.976; -2.84232; 0.178427; -0.357231; 0; 0; 9.23609e-05; -3.56437e-05; 0; 0
0.992; -2.84084; 0.177873; -0.343385; 0; 0; 9.275e-05; -3.46184e-05; 0; 0
1.008; -2.83951; 0.178111; -0.329538; -2.84001; 0.191809; 8.20024e-05; 4.49131e-05; 0; 0
1.024; -2.83862; 0.177808; -0.321231; -2.84001; 0.191809; 5.53522e-05; -1.8931e-05; 0; 0
1.04; -2.83753; 0.177445; -0.307385; -2.84001; 0.191809; 6.8317e-05; -2.27329e-05; 0; 0
1.056; -2.8366; 0.177151; -0.294923; -2.84001; 0.191809; 5.79025e-05; -1.83809e-05; 0; 0
1.072; -2.83574; 0.176889; -0.290769; -2.84001; 0.191809; 5.38214e-05; -1.635e-05; 0; 0
1.088; -2.83529; 0.176755; -0.278308; -2.84001; 0.191809; 2.80222e-05; -8.38566e-06; 0; 0
1.104; -2.83474; 0.176597; -0.256154; -2.84001; 0.191809; 3.46148e-05; -9.89024e-06; 0; 0
1.12; -2.83404; 0.176414; -0.256154; -2.84001; 0.191809; 4.35317e-05; -1.14013e-05; 0; 0
1.136; -2.83377; 0.176341; -0.247846; -2.84001; 0.191809; 1.74127e-05; -4.56051e-06; 0; 0
1.152; -2.83345; 0.176262; -0.229846; -2.84001; 0.191809; 1.96312e-05; -4.96766e-06; 0; 0
1.168; -2.83275; 0.176098; -0.232615; -2.84001; 0.191809; 4.38166e-05; -1.02522e-05; 0; 0
1.184; -2.83272; 0.176089; -0.214615; -2.84001; 0.191809; 2.1894e-06; -5.18677e-07; 0; 0
1.2; -2.83264; 0.176074; -0.217385; -2.84001; 0.191809; 4.39676e-06; -9.58372e-07; 0; 0
1.216; -2.8325; 0.176043; -0.198; -2.84001; 0.191809; 8.78818e-06; -1.94109e-06; 0; 0
1.232; -2.83236; 0.176015; -0.184154; -2.84001; 0.191809; 8.82416e-06; -1.77038e-06; 0; 0
1.248; -2.83212; 0.175969; -0.182769; -2.84001; 0.191809; 1.54837e-05; -2.88406e-06; 0; 0
1.264; -2.83212; 0.175969; -0.174462; -2.84001; 0.191809; -2.73199e-19; 5.0496e-20; 0; 0
1.28; -2.83229; 0.176; -0.175846; -2.84001; 0.191809; -1.10792e-05; 1.95275e-06; 0; 0
1.296; -2.83219; 0.175981; -0.160615; -2.84001; 0.191809; 6.64591e-06; -1.18085e-06; 0; 0
1.312; -2.83258; 0.176044; -0.167538; -2.84001; 0.191809; -2.44314e-05; 3.95816e-06; 0; 0
1.328; -2.83233; 0.176002; -0.152308; -2.84001; 0.191809; 1.55295e-05; -2.6264e-06; 0; 0
1.344; -2.83308; 0.176117; -0.145385; -2.84001; 0.191809; -4.6703e-05; 7.16875e-06; 0; 0
1.36; -2.83293; 0.176096; -0.134308; -2.84001; 0.191809; 8.90505e-06; -1.30386e-06; 0; 0
