time; pose_x; pose_y; pose_heading;  gps_x; gps_y; speed_x; speed_y; acc_x; acc_y; actual_pos_x; actual_pos_y
5.888; -2.77719; 0.00021592; 0.00126316; -2.9; -1.11298e-11; 0.140954; 0.000178047; -0.0228449; -2.88568e-05; -2.79063; 1.3271e-06
5.904; -2.77494; 0.000238651; 0.0101053; -2.9; -1.11298e-11; 0.140584; 0.00142069; -0.0226641; -0.000229035; -2.78862; 1.42456e-06
5.92; -2.77269; 0.000215977; -0.0101053; -2.9; -1.11298e-11; 0.140231; -0.00141712; -0.0221021; 0.000223355; -2.78661; 1.51471e-06
5.936; -2.77046; 0.00022446; 0.00378947; -2.9; -1.11298e-11; 0.139898; 0.000530144; -0.0211639; -8.02004e-05; -2.7846; 1.59669e-06
5.952; -2.76822; 0.000241386; 0.00757895; -2.9; -1.11298e-11; 0.139578; 0.00105787; -0.0198588; -0.000150512; -2.78259; 1.66975e-06
5.968; -2.76599; 0.000244201; 0.00126316; -2.9; -1.11298e-11; 0.13929; 0.000175946; -0.0182066; -2.29979e-05; -2.78058; 1.73327e-06
5.984; -2.76377; 0.000232961; -0.00505263; -2.9; -1.11298e-11; 0.139029; -0.000702467; -0.0162288; 8.19989e-05; -2.77857; 1.78674e-06
6; -2.76155; 0.000224545; -0.00378947; -2.9; -1.11298e-11; 0.138806; -0.000526005; -0.0139549; 5.2882e-05; -2.77656; 1.82981e-06
6.016; -2.76015; 0.000228496; 0.00757895; -2.77455; 1.86225e-06; 0.138532; 0.00104922; -0.0114177; -8.6536e-05; -2.77455; 1.86225e-06
6.032; -2.75793; 0.000214499; -0.00631579; -2.77455; 1.86225e-06; 0.138394; -0.000874807; -0.00865588; 5.46694e-05; -2.77254; 1.88397e-06
6.048; -2.75572; 0.000231258; 0.00757895; -2.77455; 1.86225e-06; 0.138302; 0.00104747; -0.00571056; -4.32809e-05; -2.77054; 1.89503e-06
6.064; -2.75351; 0.000220069; -0.00505263; -2.77455; 1.86225e-06; 0.138262; -0.000699318; -0.00262697; 1.32732e-05; -2.76853; 1.89565e-06
6.08; -2.7513; 0.000211674; -0.00378947; -2.77455; 1.86225e-06; 0.138271; -0.000524705; 0.000547641; -2.07528e-06; -2.76652; 1.88616e-06
6.096; -2.74908; 0.000203275; -0.00378947; -2.77455; 1.86225e-06; 0.138332; -0.000524933; 0.00376393; -1.42634e-05; -2.76451; 1.86705e-06
6.112; -2.74687; 0.000197667; -0.00252632; -2.77455; 1.86225e-06; 0.138444; -0.00035048; 0.00697158; -1.76125e-05; -2.7625; 1.83892e-06
6.128; -2.74465; 0.000225668; 0.0126316; -2.77455; 1.86225e-06; 0.138595; 0.00175004; 0.0101192; 0.000127828; -2.76049; 1.80253e-06
6.144; -2.74243; 0.000236879; 0.00505263; -2.77455; 1.86225e-06; 0.138815; 0.00070066; 0.0131589; 6.64878e-05; -2.75848; 1.75873e-06
6.16; -2.7402; 0.000228435; -0.00378947; -2.77455; 1.86225e-06; 0.139072; -0.00052774; 0.01604; -6.07833e-05; -2.75647; 1.7085e-06
6.176; -2.73797; 0.000236873; 0.00378947; -2.77455; 1.86225e-06; 0.139372; 0.000527422; 0.018716; 7.09241e-05; -2.75446; 1.65291e-06
6.192; -2.73574; 0.000245333; 0.00378947; -2.77455; 1.86225e-06; 0.13971; 0.000528704; 0.0211431; 8.01217e-05; -2.75245; 1.59312e-06
6.208; -2.7335; 0.000231165; -0.00631579; -2.77455; 1.86225e-06; 0.140081; -0.000885458; 0.0232805; -0.000147036; -2.75044; 1.53038e-06
6.224; -2.73125; 0.000216957; -0.00631579; -2.77455; 1.86225e-06; 0.140482; -0.000887994; 0.0250921; -0.000158479; -2.74843; 1.46599e-06
6.24; -2.72899; 0.000205554; -0.00505263; -2.77455; 1.86225e-06; 0.140908; -0.000712688; 0.0265481; -0.000134139; -2.74642; 1.4013e-06
6.256; -2.72673; 0.000205543; 1.9082e-17; -2.77455; 1.86225e-06; 0.141351; -7.26345e-07; 0.0276086; 5.26827e-19; -2.74441; 1.33699e-06
6.272; -2.72446; 0.000205531; 1.9082e-17; -2.77455; 1.86225e-06; 0.141791; -7.26345e-07; 0.027438; 5.23572e-19; -2.7424; 1.27352e-06
6.288; -2.72219; 0.000199771; -0.00252632; -2.77455; 1.86225e-06; 0.14222; -0.00036002; 0.0268667; -6.78739e-05; -2.74039; 1.21094e-06
6.304; -2.71991; 0.000199759; 2.29851e-17; -2.77455; 1.86225e-06; 0.142635; -7.26345e-07; 0.0259037; 5.95399e-19; -2.73838; 1.14963e-06
6.32; -2.71762; 0.000217092; 0.00757895; -2.77455; 1.86225e-06; 0.143024; 0.00108327; 0.0245741; 0.000186249; -2.73637; 1.08983e-06
6.336; -2.71532; 0.00021708; 2.68882e-17; -2.77455; 1.86225e-06; 0.143395; -7.26345e-07; 0.0229203; 6.16285e-19; -2.73436; 1.03175e-06
6.352; -2.71302; 0.000211259; -0.00252632; -2.77455; 1.86225e-06; 0.143729; -0.000363832; 0.0209286; -5.28725e-05; -2.73235; 9.7636e-07
6.368; -2.71072; 0.000199603; -0.00505263; -2.77455; 1.86225e-06; 0.144027; -0.000728446; 0.0186735; -9.43509e-05; -2.73034; 9.24832e-07
6.384; -2.70841; 0.000202508; 0.00126316; -2.77455; 1.86225e-06; 0.144287; 0.000181531; 0.0161805; 2.04385e-05; -2.72833; 8.78297e-07
6.4; -2.7061; 0.000190814; -0.00505263; -2.77455; 1.86225e-06; 0.144501; -0.000730844; 0.0134898; -6.81598e-05; -2.72632; 8.37823e-07
6.416; -2.70378; 0.000179107; -0.00505263; -2.77455; 1.86225e-06; 0.144672; -0.000731705; 0.0106456; -5.37887e-05; -2.72431; 8.04396e-07
6.432; -2.70147; 0.000146906; -0.0138947; -2.77455; 1.86225e-06; 0.144783; -0.00201257; 0.00769204; -0.000106886; -2.7223; 7.78907e-07
6.448; -2.69915; 0.000129327; -0.00757895; -2.77455; 1.86225e-06; 0.144867; -0.00109869; 0.00467736; -3.54502e-05; -2.7203; 7.62139e-07
6.464; -2.69683; 0.000123458; -0.00252632; -2.77455; 1.86225e-06; 0.144897; -0.000366783; 0.00164652; -4.15963e-06; -2.71829; 7.5476e-07
6.48; -2.69451; 0.000117591; -0.00252632; -2.77455; 1.86225e-06; 0.144876; -0.000366729; -0.00135379; 3.42011e-06; -2.71628; 7.57308e-07
6.496; -2.6922; 0.000120506; 0.00126316; -2.77455; 1.86225e-06; 0.144807; 0.000182188; -0.00427811; -5.40393e-06; -2.71427; 7.7019e-07
6.512; -2.68988; 0.000102948; -0.00757895; -2.77455; 1.86225e-06; 0.14469; -0.00109735; -0.00708255; 5.36793e-05; -2.71226; 7.93672e-07
