time; pose_x; pose_y; pose_heading 
2.112; -2.64997; 3.69194e-06; -1.57081
2.128; -2.64997; 3.69194e-06; -1.57081
2.144; -2.64997; 3.69194e-06; -1.57081
2.16; -2.63992; 3.72813e-06; -1.57079
2.176; -2.63992; 3.72813e-06; -1.57079
2.192; -2.63992; 3.72813e-06; -1.57079
2.208; -2.63992; 3.72813e-06; -1.57079
2.224; -2.63992; 3.72813e-06; -1.57079
2.24; -2.62987; 3.53579e-06; -1.57077
2.256; -2.62987; 3.53579e-06; -1.57077
2.272; -2.62987; 3.53579e-06; -1.57077
2.288; -2.62987; 3.53579e-06; -1.57077
2.304; -2.62987; 3.53579e-06; -1.57077
2.32; -2.61982; 3.22484e-06; -1.57077
2.336; -2.61982; 3.22484e-06; -1.57077
2.352; -2.61982; 3.22484e-06; -1.57077
2.368; -2.61982; 3.22484e-06; -1.57077
2.384; -2.61982; 3.22484e-06; -1.57077
2.4; -2.60977; 2.91649e-06; -1.57077
2.416; -2.60977; 2.91649e-06; -1.57077
2.432; -2.60977; 2.91649e-06; -1.57077
2.448; -2.60977; 2.91649e-06; -1.57077
2.464; -2.60977; 2.91649e-06; -1.57077
2.48; -2.59973; 2.67488e-06; -1.57078
2.496; -2.59973; 2.67488e-06; -1.57078
2.512; -2.59973; 2.67488e-06; -1.57078
2.528; -2.59973; 2.67488e-06; -1.57078
2.544; -2.59973; 2.67488e-06; -1.57078
2.56; -2.58968; 2.61403e-06; -1.5708
2.576; -2.58968; 2.61403e-06; -1.5708
2.592; -2.58968; 2.61403e-06; -1.5708
2.608; -2.58968; 2.61403e-06; -1.5708
2.624; -2.58968; 2.61403e-06; -1.5708
2.64; -2.57963; 2.80751e-06; -1.57083
2.656; -2.57963; 2.80751e-06; -1.57083
2.672; -2.57963; 2.80751e-06; -1.57083
2.688; -2.57963; 2.80751e-06; -1.57083
2.704; -2.57963; 2.80751e-06; -1.57083
2.72; -2.56958; 3.24568e-06; -1.57085
2.736; -2.56958; 3.24568e-06; -1.57085
2.752; -2.56958; 3.24568e-06; -1.57085
2.768; -2.56958; 3.24568e-06; -1.57085
2.784; -2.56958; 3.24568e-06; -1.57085
2.8; -2.55953; 3.83653e-06; -1.57086
2.816; -2.55953; 3.83653e-06; -1.57086
2.832; -2.55953; 3.83653e-06; -1.57086
2.848; -2.55953; 3.83653e-06; -1.57086
2.864; -2.55953; 3.83653e-06; -1.57086
2.88; -2.54949; 4.44812e-06; -1.57086
2.896; -2.54949; 4.44812e-06; -1.57086
2.912; -2.54949; 4.44812e-06; -1.57086
2.928; -2.54949; 4.44812e-06; -1.57086
2.944; -2.54949; 4.44812e-06; -1.57086
2.96; -2.53944; 5.01303e-06; -1.57085
2.976; -2.53944; 5.01303e-06; -1.57085
2.992; -2.53944; 5.01303e-06; -1.57085
3.008; -2.53944; 5.01303e-06; -1.57085
3.024; -2.53944; 5.01303e-06; -1.57085
3.04; -2.53012; 2.74153e-05; -1.59647
3.056; -2.53012; 2.74153e-05; -1.59647
3.072; -2.53012; 2.74153e-05; -1.59647
3.088; -2.53012; 2.74153e-05; -1.59647
3.104; -2.53012; 2.74153e-05; -1.59647
3.12; -2.5219; 0.000485392; -1.66111
3.136; -2.5219; 0.000485392; -1.66111
3.152; -2.5219; 0.000485392; -1.66111
3.168; -2.5219; 0.000485392; -1.66111
3.184; -2.5219; 0.000485392; -1.66111
3.2; -2.51373; 0.00148357; -1.72552
3.216; -2.51373; 0.00148357; -1.72552
3.232; -2.51373; 0.00148357; -1.72552
3.248; -2.51373; 0.00148357; -1.72552
3.264; -2.51373; 0.00148357; -1.72552
3.28; -2.50564; 0.00300142; -1.78963
3.296; -2.50564; 0.00300142; -1.78963
3.312; -2.50564; 0.00300142; -1.78963
3.328; -2.50564; 0.00300142; -1.78963
3.344; -2.50564; 0.00300142; -1.78963
3.36; -2.49767; 0.00503316; -1.85369
3.376; -2.49767; 0.00503316; -1.85369
3.392; -2.49767; 0.00503316; -1.85369
3.408; -2.49767; 0.00503316; -1.85369
3.424; -2.49767; 0.00503316; -1.85369
3.44; -2.48985; 0.00757043; -1.91773
3.456; -2.48985; 0.00757043; -1.91773
3.472; -2.48985; 0.00757043; -1.91773
3.488; -2.48985; 0.00757043; -1.91773
3.504; -2.48985; 0.00757043; -1.91773
3.52; -2.4822; 0.0106039; -1.98179
3.536; -2.4822; 0.0106039; -1.98179
3.552; -2.4822; 0.0106039; -1.98179
3.568; -2.4822; 0.0106039; -1.98179
3.584; -2.4822; 0.0106039; -1.98179
3.6; -2.47477; 0.0141208; -2.04586
3.616; -2.47477; 0.0141208; -2.04586
3.632; -2.47477; 0.0141208; -2.04586
3.648; -2.47477; 0.0141208; -2.04586
3.664; -2.47477; 0.0141208; -2.04586
3.68; -2.46757; 0.0181061; -2.10993
3.696; -2.46757; 0.0181061; -2.10993
3.712; -2.46757; 0.0181061; -2.10993
3.728; -2.46757; 0.0181061; -2.10993
3.744; -2.46757; 0.0181061; -2.10993
3.76; -2.46064; 0.022543; -2.17399
3.776; -2.46064; 0.022543; -2.17399
3.792; -2.46064; 0.022543; -2.17399
3.808; -2.46064; 0.022543; -2.17399
3.824; -2.46064; 0.022543; -2.17399
3.84; -2.45402; 0.0274134; -2.23805
3.856; -2.45402; 0.0274134; -2.23805
3.872; -2.45402; 0.0274134; -2.23805
3.888; -2.45402; 0.0274134; -2.23805
3.904; -2.45402; 0.0274134; -2.23805
3.92; -2.44771; 0.0326977; -2.30209
3.936; -2.44771; 0.0326977; -2.30209
3.952; -2.44771; 0.0326977; -2.30209
3.968; -2.44771; 0.0326977; -2.30209
3.984; -2.44771; 0.0326977; -2.30209
4; -2.44176; 0.038375; -2.36612
4.016; -2.44176; 0.038375; -2.36612
4.032; -2.44176; 0.038375; -2.36612
4.048; -2.44176; 0.038375; -2.36612
4.064; -2.44176; 0.038375; -2.36612
4.08; -2.43619; 0.0444254; -2.43015
4.096; -2.43619; 0.0444254; -2.43015
4.112; -2.43619; 0.0444254; -2.43015
4.128; -2.43619; 0.0444254; -2.43015
4.144; -2.43619; 0.0444254; -2.43015
4.16; -2.43101; 0.0508203; -2.4942
4.176; -2.43101; 0.0508203; -2.4942
4.192; -2.43101; 0.0508203; -2.4942
4.208; -2.43101; 0.0508203; -2.4942
4.224; -2.43101; 0.0508203; -2.4942
4.24; -2.42626; 0.0575339; -2.55826
4.256; -2.42626; 0.0575339; -2.55826
4.272; -2.42626; 0.0575339; -2.55826
4.288; -2.42626; 0.0575339; -2.55826
4.304; -2.42626; 0.0575339; -2.55826
4.32; -2.42194; 0.0645349; -2.62235
4.336; -2.42194; 0.0645349; -2.62235
4.352; -2.42194; 0.0645349; -2.62235
4.368; -2.42194; 0.0645349; -2.62235
4.384; -2.42194; 0.0645349; -2.62235
4.4; -2.41808; 0.0717952; -2.68647
4.416; -2.41808; 0.0717952; -2.68647
4.432; -2.41808; 0.0717952; -2.68647
4.448; -2.41808; 0.0717952; -2.68647
4.464; -2.41808; 0.0717952; -2.68647
4.48; -2.4147; 0.0792878; -2.75063
4.496; -2.4147; 0.0792878; -2.75063
4.512; -2.4147; 0.0792878; -2.75063
4.528; -2.4147; 0.0792878; -2.75063
4.544; -2.4147; 0.0792878; -2.75063
4.56; -2.4118; 0.0869818; -2.81483
4.576; -2.4118; 0.0869818; -2.81483
4.592; -2.4118; 0.0869818; -2.81483
4.608; -2.4118; 0.0869818; -2.81483
4.624; -2.4118; 0.0869818; -2.81483
4.64; -2.4094; 0.0948498; -2.87906
4.656; -2.4094; 0.0948498; -2.87906
4.672; -2.4094; 0.0948498; -2.87906
4.688; -2.4094; 0.0948498; -2.87906
4.704; -2.4094; 0.0948498; -2.87906
4.72; -2.40751; 0.102863; -2.94334
4.736; -2.40751; 0.102863; -2.94334
4.752; -2.40751; 0.102863; -2.94334
4.768; -2.40751; 0.102863; -2.94334
4.784; -2.40751; 0.102863; -2.94334
4.8; -2.40614; 0.110985; -3.00772
4.816; -2.40614; 0.110985; -3.00772
4.832; -2.40614; 0.110985; -3.00772
4.848; -2.40614; 0.110985; -3.00772
4.864; -2.40614; 0.110985; -3.00772
4.88; -2.4053; 0.119184; -3.07234
4.896; -2.4053; 0.119184; -3.07234
4.912; -2.4053; 0.119184; -3.07234
4.928; -2.4053; 0.119184; -3.07234
4.944; -2.4053; 0.119184; -3.07234
4.96; -2.40499; 0.127454; -3.1381
4.976; -2.40499; 0.127454; -3.1381
4.992; -2.40499; 0.127454; -3.1381
5.008; -2.40499; 0.127454; -3.1381
5.024; -2.40499; 0.127454; -3.1381
5.04; -2.40522; 0.13642; 3.10611
5.056; -2.40522; 0.13642; 3.10611
5.072; -2.40522; 0.13642; 3.10611
5.088; -2.40522; 0.13642; 3.10611
5.104; -2.40522; 0.13642; 3.10611
5.12; -2.40559; 0.146457; 3.10655
5.136; -2.40559; 0.146457; 3.10655
5.152; -2.40559; 0.146457; 3.10655
5.168; -2.40559; 0.146457; 3.10655
5.184; -2.40559; 0.146457; 3.10655
5.2; -2.40594; 0.156498; 3.10689
5.216; -2.40594; 0.156498; 3.10689
5.232; -2.40594; 0.156498; 3.10689
5.248; -2.40594; 0.156498; 3.10689
5.264; -2.40594; 0.156498; 3.10689
5.28; -2.40629; 0.166539; 3.10705
5.296; -2.40629; 0.166539; 3.10705
5.312; -2.40629; 0.166539; 3.10705
5.328; -2.40629; 0.166539; 3.10705
5.344; -2.40629; 0.166539; 3.10705
5.36; -2.40663; 0.176581; 3.1071
5.376; -2.40663; 0.176581; 3.1071
5.392; -2.40663; 0.176581; 3.1071
5.408; -2.40663; 0.176581; 3.1071
5.424; -2.40663; 0.176581; 3.1071
5.44; -2.40698; 0.186623; 3.1071
5.456; -2.40698; 0.186623; 3.1071
5.472; -2.40698; 0.186623; 3.1071
5.488; -2.40698; 0.186623; 3.1071
5.504; -2.40698; 0.186623; 3.1071
5.52; -2.40732; 0.196665; 3.10709
5.536; -2.40732; 0.196665; 3.10709
5.552; -2.40732; 0.196665; 3.10709
5.568; -2.40732; 0.196665; 3.10709
5.584; -2.40732; 0.196665; 3.10709
5.6; -2.40767; 0.206708; 3.10707
5.616; -2.40767; 0.206708; 3.10707
5.632; -2.40767; 0.206708; 3.10707
5.648; -2.40767; 0.206708; 3.10707
5.664; -2.40767; 0.206708; 3.10707
5.68; -2.40802; 0.21675; 3.10706
5.696; -2.40802; 0.21675; 3.10706
5.712; -2.40802; 0.21675; 3.10706
5.728; -2.40802; 0.21675; 3.10706
5.744; -2.40802; 0.21675; 3.10706
5.76; -2.40836; 0.226793; 3.10707
5.776; -2.40836; 0.226793; 3.10707
5.792; -2.40836; 0.226793; 3.10707
5.808; -2.40836; 0.226793; 3.10707
5.824; -2.40836; 0.226793; 3.10707
5.84; -2.40871; 0.236835; 3.10708
5.856; -2.40871; 0.236835; 3.10708
5.872; -2.40871; 0.236835; 3.10708
5.888; -2.40871; 0.236835; 3.10708
5.904; -2.40871; 0.236835; 3.10708
5.92; -2.40906; 0.246877; 3.10709
5.936; -2.40906; 0.246877; 3.10709
5.952; -2.40906; 0.246877; 3.10709
5.968; -2.40906; 0.246877; 3.10709
5.984; -2.40906; 0.246877; 3.10709
6; -2.4094; 0.256919; 3.10711
6.016; -2.4094; 0.256919; 3.10711
6.032; -2.4094; 0.256919; 3.10711
6.048; -2.4094; 0.256919; 3.10711
6.064; -2.4094; 0.256919; 3.10711
6.08; -2.40975; 0.266961; 3.10711
6.096; -2.40975; 0.266961; 3.10711
6.112; -2.40975; 0.266961; 3.10711
6.128; -2.40975; 0.266961; 3.10711
6.144; -2.40975; 0.266961; 3.10711
6.16; -2.4101; 0.277004; 3.1071
6.176; -2.4101; 0.277004; 3.1071
6.192; -2.4101; 0.277004; 3.1071
6.208; -2.4101; 0.277004; 3.1071
6.224; -2.4101; 0.277004; 3.1071
6.24; -2.41044; 0.287046; 3.10709
6.256; -2.41044; 0.287046; 3.10709
6.272; -2.41044; 0.287046; 3.10709
6.288; -2.41044; 0.287046; 3.10709
6.304; -2.41044; 0.287046; 3.10709
6.32; -2.41079; 0.297089; 3.10711
6.336; -2.41079; 0.297089; 3.10711
6.352; -2.41079; 0.297089; 3.10711
6.368; -2.41079; 0.297089; 3.10711
6.384; -2.41079; 0.297089; 3.10711
6.4; -2.41114; 0.307131; 3.1071
6.416; -2.41114; 0.307131; 3.1071
6.432; -2.41114; 0.307131; 3.1071
6.448; -2.41114; 0.307131; 3.1071
6.464; -2.41114; 0.307131; 3.1071
6.48; -2.41148; 0.317173; 3.10709
6.496; -2.41148; 0.317173; 3.10709
6.512; -2.41148; 0.317173; 3.10709
6.528; -2.41148; 0.317173; 3.10709
6.544; -2.41148; 0.317173; 3.10709
6.56; -2.41183; 0.327215; 3.10708
6.576; -2.41183; 0.327215; 3.10708
6.592; -2.41183; 0.327215; 3.10708
6.608; -2.41183; 0.327215; 3.10708
6.624; -2.41183; 0.327215; 3.10708
6.64; -2.41218; 0.337257; 3.10706
6.656; -2.41218; 0.337257; 3.10706
6.672; -2.41218; 0.337257; 3.10706
6.688; -2.41218; 0.337257; 3.10706
6.704; -2.41218; 0.337257; 3.10706
6.72; -2.41252; 0.3473; 3.10706
6.736; -2.41252; 0.3473; 3.10706
6.752; -2.41252; 0.3473; 3.10706
6.768; -2.41252; 0.3473; 3.10706
6.784; -2.41252; 0.3473; 3.10706
6.8; -2.41287; 0.357342; 3.10707
6.816; -2.41287; 0.357342; 3.10707
6.832; -2.41287; 0.357342; 3.10707
6.848; -2.41287; 0.357342; 3.10707
6.864; -2.41287; 0.357342; 3.10707
6.88; -2.41322; 0.367384; 3.10708
6.896; -2.41322; 0.367384; 3.10708
6.912; -2.41322; 0.367384; 3.10708
6.928; -2.41322; 0.367384; 3.10708
6.944; -2.41322; 0.367384; 3.10708
6.96; -2.41356; 0.377427; 3.1071
6.976; -2.41356; 0.377427; 3.1071
6.992; -2.41356; 0.377427; 3.1071
7.008; -2.41356; 0.377427; 3.1071
7.024; -2.41356; 0.377427; 3.1071
7.04; -2.41391; 0.387468; 3.10711
7.056; -2.41391; 0.387468; 3.10711
7.072; -2.41391; 0.387468; 3.10711
7.088; -2.41391; 0.387468; 3.10711
7.104; -2.41391; 0.387468; 3.10711
7.12; -2.41426; 0.397511; 3.1071
7.136; -2.41426; 0.397511; 3.1071
7.152; -2.41426; 0.397511; 3.1071
7.168; -2.41426; 0.397511; 3.1071
7.184; -2.41426; 0.397511; 3.1071
7.2; -2.4146; 0.407553; 3.10709
7.216; -2.4146; 0.407553; 3.10709
7.232; -2.4146; 0.407553; 3.10709
7.248; -2.4146; 0.407553; 3.10709
7.264; -2.4146; 0.407553; 3.10709
7.28; -2.41495; 0.417596; 3.1071
7.296; -2.41495; 0.417596; 3.1071
7.312; -2.41495; 0.417596; 3.1071
7.328; -2.41495; 0.417596; 3.1071
7.344; -2.41495; 0.417596; 3.1071
7.36; -2.4153; 0.427638; 3.10711
7.376; -2.4153; 0.427638; 3.10711
7.392; -2.4153; 0.427638; 3.10711
7.408; -2.4153; 0.427638; 3.10711
7.424; -2.4153; 0.427638; 3.10711
7.44; -2.41564; 0.43768; 3.10709
7.456; -2.41564; 0.43768; 3.10709
7.472; -2.41564; 0.43768; 3.10709
7.488; -2.41564; 0.43768; 3.10709
7.504; -2.41564; 0.43768; 3.10709
7.52; -2.41599; 0.447722; 3.10708
7.536; -2.41599; 0.447722; 3.10708
7.552; -2.41599; 0.447722; 3.10708
7.568; -2.41599; 0.447722; 3.10708
7.584; -2.41599; 0.447722; 3.10708
7.6; -2.41634; 0.457764; 3.10707
7.616; -2.41634; 0.457764; 3.10707
7.632; -2.41634; 0.457764; 3.10707
7.648; -2.41634; 0.457764; 3.10707
7.664; -2.41634; 0.457764; 3.10707
7.68; -2.41668; 0.467807; 3.10706
7.696; -2.41668; 0.467807; 3.10706
7.712; -2.41668; 0.467807; 3.10706
7.728; -2.41668; 0.467807; 3.10706
7.744; -2.41668; 0.467807; 3.10706
7.76; -2.41703; 0.477849; 3.10706
7.776; -2.41703; 0.477849; 3.10706
7.792; -2.41703; 0.477849; 3.10706
7.808; -2.41703; 0.477849; 3.10706
7.824; -2.41703; 0.477849; 3.10706
7.84; -2.41738; 0.487891; 3.10707
7.856; -2.41738; 0.487891; 3.10707
7.872; -2.41738; 0.487891; 3.10707
7.888; -2.41738; 0.487891; 3.10707
7.904; -2.41738; 0.487891; 3.10707
7.92; -2.41772; 0.497934; 3.10709
7.936; -2.41772; 0.497934; 3.10709
7.952; -2.41772; 0.497934; 3.10709
7.968; -2.41772; 0.497934; 3.10709
7.984; -2.41772; 0.497934; 3.10709
8; -2.41807; 0.507976; 3.1071
8.016; -2.41807; 0.507976; 3.1071
8.032; -2.41807; 0.507976; 3.1071
8.048; -2.41807; 0.507976; 3.1071
8.064; -2.41807; 0.507976; 3.1071
8.08; -2.41842; 0.518018; 3.1071
8.096; -2.41842; 0.518018; 3.1071
8.112; -2.41842; 0.518018; 3.1071
8.128; -2.41842; 0.518018; 3.1071
8.144; -2.41842; 0.518018; 3.1071
8.16; -2.41876; 0.52806; 3.10709
8.176; -2.41876; 0.52806; 3.10709
8.192; -2.41876; 0.52806; 3.10709
8.208; -2.41876; 0.52806; 3.10709
8.224; -2.41876; 0.52806; 3.10709
8.24; -2.41911; 0.538103; 3.10709
8.256; -2.41911; 0.538103; 3.10709
8.272; -2.41911; 0.538103; 3.10709
8.288; -2.41911; 0.538103; 3.10709
8.304; -2.41911; 0.538103; 3.10709
8.32; -2.41946; 0.548145; 3.1071
8.336; -2.41946; 0.548145; 3.1071
8.352; -2.41946; 0.548145; 3.1071
8.368; -2.41946; 0.548145; 3.1071
8.384; -2.41946; 0.548145; 3.1071
8.4; -2.4198; 0.558187; 3.1071
8.416; -2.4198; 0.558187; 3.1071
8.432; -2.4198; 0.558187; 3.1071
8.448; -2.4198; 0.558187; 3.1071
8.464; -2.4198; 0.558187; 3.1071
8.48; -2.42015; 0.568229; 3.10708
8.496; -2.42015; 0.568229; 3.10708
8.512; -2.42015; 0.568229; 3.10708
8.528; -2.42015; 0.568229; 3.10708
8.544; -2.42015; 0.568229; 3.10708
8.56; -2.4205; 0.578271; 3.10707
8.576; -2.4205; 0.578271; 3.10707
8.592; -2.4205; 0.578271; 3.10707
8.608; -2.4205; 0.578271; 3.10707
8.624; -2.4205; 0.578271; 3.10707
8.64; -2.42084; 0.588314; 3.10706
8.656; -2.42084; 0.588314; 3.10706
8.672; -2.42084; 0.588314; 3.10706
8.688; -2.42084; 0.588314; 3.10706
8.704; -2.42084; 0.588314; 3.10706
8.72; -2.42119; 0.598356; 3.10705
8.736; -2.42119; 0.598356; 3.10705
8.752; -2.42119; 0.598356; 3.10705
8.768; -2.42119; 0.598356; 3.10705
8.784; -2.42119; 0.598356; 3.10705
8.8; -2.42154; 0.608398; 3.10706
8.816; -2.42154; 0.608398; 3.10706
8.832; -2.42154; 0.608398; 3.10706
8.848; -2.42154; 0.608398; 3.10706
8.864; -2.42154; 0.608398; 3.10706
8.88; -2.42188; 0.618441; 3.10707
8.896; -2.42188; 0.618441; 3.10707
8.912; -2.42188; 0.618441; 3.10707
8.928; -2.42188; 0.618441; 3.10707
8.944; -2.42188; 0.618441; 3.10707
8.96; -2.42223; 0.628483; 3.10709
8.976; -2.42223; 0.628483; 3.10709
8.992; -2.42223; 0.628483; 3.10709
9.008; -2.42223; 0.628483; 3.10709
9.024; -2.42223; 0.628483; 3.10709
9.04; -2.42258; 0.638525; 3.1071
9.056; -2.42258; 0.638525; 3.1071
9.072; -2.42258; 0.638525; 3.1071
9.088; -2.42258; 0.638525; 3.1071
9.104; -2.42258; 0.638525; 3.1071
9.12; -2.42292; 0.648567; 3.10709
9.136; -2.42292; 0.648567; 3.10709
9.152; -2.42292; 0.648567; 3.10709
9.168; -2.42292; 0.648567; 3.10709
9.184; -2.42292; 0.648567; 3.10709
9.2; -2.42327; 0.65861; 3.10708
9.216; -2.42327; 0.65861; 3.10708
9.232; -2.42327; 0.65861; 3.10708
9.248; -2.42327; 0.65861; 3.10708
9.264; -2.42327; 0.65861; 3.10708
9.28; -2.42362; 0.668652; 3.10709
9.296; -2.42362; 0.668652; 3.10709
9.312; -2.42362; 0.668652; 3.10709
9.328; -2.42362; 0.668652; 3.10709
9.344; -2.42362; 0.668652; 3.10709
9.36; -2.42396; 0.678694; 3.1071
9.376; -2.42396; 0.678694; 3.1071
9.392; -2.42396; 0.678694; 3.1071
9.408; -2.42396; 0.678694; 3.1071
9.424; -2.42396; 0.678694; 3.1071
9.44; -2.42431; 0.688736; 3.10709
9.456; -2.42431; 0.688736; 3.10709
9.472; -2.42431; 0.688736; 3.10709
9.488; -2.42431; 0.688736; 3.10709
9.504; -2.42431; 0.688736; 3.10709
9.52; -2.42466; 0.698778; 3.10707
9.536; -2.42466; 0.698778; 3.10707
9.552; -2.42466; 0.698778; 3.10707
9.568; -2.42466; 0.698778; 3.10707
9.584; -2.42466; 0.698778; 3.10707
9.6; -2.425; 0.708821; 3.10706
9.616; -2.425; 0.708821; 3.10706
9.632; -2.425; 0.708821; 3.10706
9.648; -2.425; 0.708821; 3.10706
9.664; -2.425; 0.708821; 3.10706
9.68; -2.42535; 0.718863; 3.10705
9.696; -2.42535; 0.718863; 3.10705
9.712; -2.42535; 0.718863; 3.10705
9.728; -2.42535; 0.718863; 3.10705
